"","ensembl_gene_id","ensembl_transcript_id","external_gene_name","refseq_peptide","refseq_peptide_predicted"
"14950","ENSCING00000015297","ENSCINT00000027456","","",""
"14951","ENSCING00000015296","ENSCINT00000027455","","",""
"14952","ENSCING00000021935","ENSCINT00000030389","","",""
"14953","ENSCING00000013338","ENSCINT00000024782","","",""
"14954","ENSCING00000007944","ENSCINT00000016257","","",""
"14955","ENSCING00000008174","ENSCINT00000016717","","",""
"14956","ENSCING00000024229","ENSCINT00000031210","","",""
"14957","ENSCING00000014298","ENSCINT00000026168","","",""
"14958","ENSCING00000014297","ENSCINT00000026167","","",""
"14959","ENSCING00000014296","ENSCINT00000026166","","",""
"14960","ENSCING00000008187","ENSCINT00000016731","","",""
"14961","ENSCING00000008188","ENSCINT00000016732","","",""
"14962","ENSCING00000008189","ENSCINT00000026165","","",""
"14963","ENSCING00000020239","ENSCINT00000034081","","",""
"14964","ENSCING00000007943","ENSCINT00000016253","","",""
"14965","ENSCING00000007948","ENSCINT00000016259","","",""
"14966","ENSCING00000021026","ENSCINT00000034752","","",""
"14967","ENSCING00000019500","ENSCINT00000036949","","","XP_002132062"
"14968","ENSCING00000020930","ENSCINT00000035806","","",""
"14969","ENSCING00000013337","ENSCINT00000024781","","",""
"14970","ENSCING00000008190","ENSCINT00000026164","","",""
"14971","ENSCING00000019461","ENSCINT00000026163","","",""
"14972","ENSCING00000007949","ENSCINT00000016261","","","XP_018668415"
"14973","ENSCING00000014295","ENSCINT00000026162","","",""
"14974","ENSCING00000010198","ENSCINT00000020334","","",""
"14975","ENSCING00000013335","ENSCINT00000024779","","","XP_002132022"
"14976","ENSCING00000007952","ENSCINT00000016268","","",""
"14977","ENSCING00000019973","ENSCINT00000035003","","",""
"14978","ENSCING00000018616","ENSCINT00000036791","","",""
"14979","ENSCING00000014293","ENSCINT00000026159","","",""
"14980","ENSCING00000008004","ENSCINT00000016384","","",""
"14981","ENSCING00000016877","ENSCINT00000029199","","",""
"14982","ENSCING00000018600","ENSCINT00000031791","","",""
"14983","ENSCING00000018600","ENSCINT00000032400","","",""
"14984","ENSCING00000014291","ENSCINT00000026155","","",""
"14985","ENSCING00000019020","ENSCINT00000036888","","",""
"14986","ENSCING00000010811","ENSCINT00000021358","","",""
"14987","ENSCING00000008192","ENSCINT00000026153","","",""
"14988","ENSCING00000008193","ENSCINT00000028952","","",""
"14989","ENSCING00000008195","ENSCINT00000016740","","","XP_002124570"
"14990","ENSCING00000008196","ENSCINT00000016741","","","XP_002130298"
"14991","ENSCING00000008196","ENSCINT00000016741","","","XP_009860458"
"14992","ENSCING00000007992","ENSCINT00000016371","","",""
"14993","ENSCING00000016626","ENSCINT00000028939","","",""
"14994","ENSCING00000008197","ENSCINT00000016742","","","XP_002130511"
"14995","ENSCING00000010008","ENSCINT00000024774","","","XP_002131940"
"14996","ENSCING00000007991","ENSCINT00000016351","","",""
"14997","ENSCING00000008198","ENSCINT00000016745","","","XP_009860460"
"14998","ENSCING00000008198","ENSCINT00000016745","","","XP_002130581"
"14999","ENSCING00000020390","ENSCINT00000036087","ar20","NP_001027744",""
"15000","ENSCING00000008199","ENSCINT00000016747","","","XP_018669885"
"15001","ENSCING00000023361","ENSCINT00000034755","","","XP_002130678"
"15002","ENSCING00000001635","ENSCINT00000003297","","",""
"15003","ENSCING00000014285","ENSCINT00000003348","","","XP_002130764"
"15004","ENSCING00000014284","ENSCINT00000026147","","","XP_002130962"
"15005","ENSCING00000021016","ENSCINT00000034883","","",""
"15006","ENSCING00000022661","ENSCINT00000031874","","",""
"15007","ENSCING00000016000","ENSCINT00000028218","","",""
"15008","ENSCING00000014282","ENSCINT00000026146","","",""
"15009","ENSCING00000014281","ENSCINT00000026145","","",""
"15010","ENSCING00000016241","ENSCINT00000028493","","",""
"15011","ENSCING00000014280","ENSCINT00000003389","","",""
"15012","ENSCING00000001691","ENSCINT00000003412","","","XP_026692953"
"15013","ENSCING00000001691","ENSCINT00000003412","","","XP_002127596"
"15014","ENSCING00000001691","ENSCINT00000003412","","","XP_026692955"
"15015","ENSCING00000007957","ENSCINT00000016293","","",""
"15016","ENSCING00000007956","ENSCINT00000016269","zf(c2h2)-38","NP_001041467",""
"15017","ENSCING00000020657","ENSCINT00000032192","","",""
"15018","ENSCING00000016348","ENSCINT00000028626","","",""
"15019","ENSCING00000022445","ENSCINT00000036439","","",""
"15020","ENSCING00000022047","ENSCINT00000030511","","",""
"15021","ENSCING00000013328","ENSCINT00000024770","","",""
"15022","ENSCING00000013329","ENSCINT00000024771","","",""
"15023","ENSCING00000010010","ENSCINT00000020130","","",""
"15024","ENSCING00000013330","ENSCINT00000024772","","",""
"15025","ENSCING00000013327","ENSCINT00000024769","","",""
"15026","ENSCING00000019602","ENSCINT00000031302","","",""
"15027","ENSCING00000018822","ENSCINT00000037222","","",""
"15028","ENSCING00000001685","ENSCINT00000003403","","","XP_002127692"
"15029","ENSCING00000016347","ENSCINT00000028624","","",""
"15030","ENSCING00000014278","ENSCINT00000026142","","","XP_002127031"
"15031","ENSCING00000020822","ENSCINT00000034095","","",""
"15032","ENSCING00000022444","ENSCINT00000036475","","",""
"15033","ENSCING00000008012","ENSCINT00000016401","","","XP_009859248"
"15034","ENSCING00000001693","ENSCINT00000003418","","",""
"15035","ENSCING00000014273","ENSCINT00000026136","","","XP_002127342"
"15036","ENSCING00000014272","ENSCINT00000026135","","",""
"15037","ENSCING00000001304","ENSCINT00000002531","","NP_001071754",""
"15038","ENSCING00000008010","ENSCINT00000024768","","",""
"15039","ENSCING00000001700","ENSCINT00000003428","","",""
"15040","ENSCING00000008010","ENSCINT00000016392","","",""
"15041","ENSCING00000024665","ENSCINT00000033735","","",""
"15042","ENSCING00000019133","ENSCINT00000035986","","",""
"15043","ENSCING00000001324","ENSCINT00000002561","","",""
"15044","ENSCING00000001311","ENSCINT00000002549","","NP_001071818",""
"15045","ENSCING00000024387","ENSCINT00000032186","","",""
"15046","ENSCING00000019248","ENSCINT00000033190","","",""
"15047","ENSCING00000008072","ENSCINT00000016508","","","XP_002131061"
"15048","ENSCING00000003155","ENSCINT00000006462","","",""
"15049","ENSCING00000024018","ENSCINT00000037012","","",""
"15050","ENSCING00000008030","ENSCINT00000016426","","",""
"15051","ENSCING00000003181","ENSCINT00000006493","","",""
"15052","ENSCING00000003207","ENSCINT00000006546","","",""
"15053","ENSCING00000018072","ENSCINT00000034932","","",""
"15054","ENSCING00000024007","ENSCINT00000032805","","",""
"15055","ENSCING00000014266","ENSCINT00000026125","","",""
"15056","ENSCING00000024403","ENSCINT00000037061","","",""
"15057","ENSCING00000019267","ENSCINT00000006260","","",""
"15058","ENSCING00000022085","ENSCINT00000006302","","",""
"15059","ENSCING00000008025","ENSCINT00000016419","","",""
"15060","ENSCING00000013324","ENSCINT00000024766","","","XP_009859254"
"15061","ENSCING00000019722","ENSCINT00000033294","","","XP_002131302"
"15062","ENSCING00000013325","ENSCINT00000024767","","",""
"15063","ENSCING00000008020","ENSCINT00000031693","","",""
"15064","ENSCING00000008020","ENSCINT00000016416","","","XP_002131365"
"15065","ENSCING00000008016","ENSCINT00000016408","","",""
"15066","ENSCING00000003102","ENSCINT00000026122","","",""
"15067","ENSCING00000008073","ENSCINT00000024763","","",""
"15068","ENSCING00000017927","ENSCINT00000036490","","",""
"15069","ENSCING00000024965","ENSCINT00000034730","","",""
"15070","ENSCING00000024187","ENSCINT00000037009","","",""
"15071","ENSCING00000000567","ENSCINT00000001046","","",""
"15072","ENSCING00000003122","ENSCINT00000006321","","",""
"15073","ENSCING00000017988","ENSCINT00000033574","","",""
"15074","ENSCING00000019413","ENSCINT00000035977","","",""
"15075","ENSCING00000020830","ENSCINT00000034649","","",""
"15076","ENSCING00000021872","ENSCINT00000033966","","",""
"15077","ENSCING00000021222","ENSCINT00000032717","","",""
"15078","ENSCING00000013322","ENSCINT00000024764","zf(bbox/ring)-1","NP_001122371",""
"15079","ENSCING00000000854","ENSCINT00000001545","","","XP_018668519"
"15080","ENSCING00000000854","ENSCINT00000001545","","","XP_026691412"
"15081","ENSCING00000023535","ENSCINT00000016509","","",""
"15082","ENSCING00000003070","ENSCINT00000006240","","","XP_002127061"
"15083","ENSCING00000013319","ENSCINT00000024759","","",""
"15084","ENSCING00000024850","ENSCINT00000032264","","",""
"15085","ENSCING00000003077","ENSCINT00000006254","","",""
"15086","ENSCING00000013320","ENSCINT00000024761","","",""
"15087","ENSCING00000022123","ENSCINT00000014301","","",""
"15088","ENSCING00000016123","ENSCINT00000026114","","",""
"15089","ENSCING00000008074","ENSCINT00000016511","neuralized-b","NP_001071769","XP_026691144"
"15090","ENSCING00000020836","ENSCINT00000033613","","",""
"15091","ENSCING00000003678","ENSCINT00000007651","","",""
"15092","ENSCING00000025153","ENSCINT00000036235","","",""
"15093","ENSCING00000003728","ENSCINT00000007688","","","XP_002124483"
"15094","ENSCING00000018422","ENSCINT00000034164","","",""
"15095","ENSCING00000010757","ENSCINT00000021268","","",""
"15096","ENSCING00000003735","ENSCINT00000007717","","",""
"15097","ENSCING00000024312","ENSCINT00000007634","","",""
"15098","ENSCING00000020885","ENSCINT00000007494","","",""
"15099","ENSCING00000008086","ENSCINT00000016539","","",""
"15100","ENSCING00000023308","ENSCINT00000007695","","",""
"15101","ENSCING00000018500","ENSCINT00000030887","","",""
"15102","ENSCING00000022754","ENSCINT00000032314","","",""
"15103","ENSCING00000003672","ENSCINT00000007569","","",""
"15104","ENSCING00000021386","ENSCINT00000033453","","",""
"15105","ENSCING00000022785","ENSCINT00000032910","","",""
"15106","ENSCING00000023350","ENSCINT00000034272","","",""
"15107","ENSCING00000023750","ENSCINT00000035609","","",""
"15108","ENSCING00000003676","ENSCINT00000007582","","",""
"15109","ENSCING00000014237","ENSCINT00000007456","","",""
"15110","ENSCING00000008083","ENSCINT00000016536","","",""
"15111","ENSCING00000021685","ENSCINT00000036922","","",""
"15112","ENSCING00000003640","ENSCINT00000007491","","",""
"15113","ENSCING00000014239","ENSCINT00000026086","","",""
"15114","ENSCING00000020009","ENSCINT00000034478","","",""
"15115","ENSCING00000008082","ENSCINT00000016530","","",""
"15116","ENSCING00000008076","ENSCINT00000016529","","","XP_002130073"
"15117","ENSCING00000023935","ENSCINT00000036026","","",""
"15118","ENSCING00000008075","ENSCINT00000016513","","",""
"15119","ENSCING00000006740","ENSCINT00000013844","","",""
"15120","ENSCING00000006726","ENSCINT00000013813","","",""
"15121","ENSCING00000006284","ENSCINT00000013057","","","XP_002121070"
"15122","ENSCING00000006260","ENSCINT00000012919","","","XP_002121359"
"15123","ENSCING00000003600","ENSCINT00000007405","","",""
"15124","ENSCING00000020941","ENSCINT00000030343","","",""
"15125","ENSCING00000006721","ENSCINT00000013790","","",""
"15126","ENSCING00000003601","ENSCINT00000007414","","",""
"15127","ENSCING00000024777","ENSCINT00000033970","","","XP_002123716"
"15128","ENSCING00000006718","ENSCINT00000013782","","",""
"15129","ENSCING00000021884","ENSCINT00000035064","","",""
"15130","ENSCING00000014238","ENSCINT00000026085","","","XP_002121927"
"15131","ENSCING00000014238","ENSCINT00000026085","","","XP_009860472"
"15132","ENSCING00000013317","ENSCINT00000011764","","","XP_002125847"
"15133","ENSCING00000003613","ENSCINT00000007452","","",""
"15134","ENSCING00000017067","ENSCINT00000015824","","",""
"15135","ENSCING00000017064","ENSCINT00000029395","","",""
"15136","ENSCING00000025175","ENSCINT00000034784","","",""
"15137","ENSCING00000022929","ENSCINT00000034973","","",""
"15138","ENSCING00000006716","ENSCINT00000013776","zf(ubp)-3","NP_001041464",""
"15139","ENSCING00000021820","ENSCINT00000035927","","",""
"15140","ENSCING00000017056","ENSCINT00000029387","","",""
"15141","ENSCING00000001658","ENSCINT00000002405","","",""
"15142","ENSCING00000023818","ENSCINT00000031276","","",""
"15143","ENSCING00000014241","ENSCINT00000026089","","",""
"15144","ENSCING00000006707","ENSCINT00000013764","","","XP_002129163"
"15145","ENSCING00000007699","ENSCINT00000015809","","",""
"15146","ENSCING00000024161","ENSCINT00000036446","","",""
"15147","ENSCING00000023811","ENSCINT00000036278","","",""
"15148","ENSCING00000021112","ENSCINT00000031264","","","XP_009859433"
"15149","ENSCING00000019121","ENSCINT00000035738","","",""
"15150","ENSCING00000007682","ENSCINT00000015757","","",""
"15151","ENSCING00000014244","ENSCINT00000026095","","",""
"15152","ENSCING00000008091","ENSCINT00000016544","","",""
"15153","ENSCING00000010011","ENSCINT00000020131","","",""
"15154","ENSCING00000007693","ENSCINT00000015764","","",""
"15155","ENSCING00000007695","ENSCINT00000015768","","",""
"15156","ENSCING00000018839","ENSCINT00000034764","","",""
"15157","ENSCING00000007696","ENSCINT00000015774","","",""
"15158","ENSCING00000006750","ENSCINT00000013847","","","XP_002128329"
"15159","ENSCING00000007696","ENSCINT00000034124","","",""
"15160","ENSCING00000010001","ENSCINT00000020121","","",""
"15161","ENSCING00000006748","ENSCINT00000013846","","",""
"15162","ENSCING00000018007","ENSCINT00000032951","","",""
"15163","ENSCING00000018352","ENSCINT00000032568","","",""
"15164","ENSCING00000007691","ENSCINT00000015760","","",""
"15165","ENSCING00000013313","ENSCINT00000024753","","",""
"15166","ENSCING00000006753","ENSCINT00000013850","","",""
"15167","ENSCING00000007681","ENSCINT00000015737","","","XP_026693029"
"15168","ENSCING00000007681","ENSCINT00000015737","","","XP_026693027"
"15169","ENSCING00000007681","ENSCINT00000015737","","","XP_026693026"
"15170","ENSCING00000007681","ENSCINT00000015737","","","XP_002130541"
"15171","ENSCING00000006753","ENSCINT00000024750","","",""
"15172","ENSCING00000014246","ENSCINT00000026098","","",""
"15173","ENSCING00000024447","ENSCINT00000033853","","",""
"15174","ENSCING00000021955","ENSCINT00000036252","","",""
"15175","ENSCING00000021442","ENSCINT00000036530","","",""
"15176","ENSCING00000006753","ENSCINT00000024749","","",""
"15177","ENSCING00000007673","ENSCINT00000000107","","",""
"15178","ENSCING00000006752","ENSCINT00000013849","","","XP_026691435"
"15179","ENSCING00000013310","ENSCINT00000024751","","",""
"15180","ENSCING00000013311","ENSCINT00000001023","","",""
"15181","ENSCING00000000551","ENSCINT00000001017","","",""
"15182","ENSCING00000013312","ENSCINT00000024752","","",""
"15183","ENSCING00000024592","ENSCINT00000031941","","",""
"15184","ENSCING00000018553","ENSCINT00000033301","","",""
"15185","ENSCING00000007675","ENSCINT00000015724","","","XP_018669988"
"15186","ENSCING00000013307","ENSCINT00000024745","","",""
"15187","ENSCING00000013308","ENSCINT00000024747","","",""
"15188","ENSCING00000020046","ENSCINT00000030643","","",""
"15189","ENSCING00000006754","ENSCINT00000013851","","",""
"15190","ENSCING00000013303","ENSCINT00000013829","","",""
"15191","ENSCING00000013304","ENSCINT00000013855","","","XP_002126749"
"15192","ENSCING00000015663","ENSCINT00000027851","","","XP_002126196"
"15193","ENSCING00000022159","ENSCINT00000034149","","",""
"15194","ENSCING00000014249","ENSCINT00000015736","","","XP_002130230"
"15195","ENSCING00000021470","ENSCINT00000033184","","",""
"15196","ENSCING00000015664","ENSCINT00000027852","","","XP_002126699"
"15197","ENSCING00000020087","ENSCINT00000033556","","",""
"15198","ENSCING00000024424","ENSCINT00000034941","","",""
"15199","ENSCING00000014253","ENSCINT00000026106","","",""
"15200","ENSCING00000014252","ENSCINT00000026105","","NP_001161178",""
"15201","ENSCING00000007672","ENSCINT00000015718","","",""
"15202","ENSCING00000018401","ENSCINT00000031658","","","XP_002126373"
"15203","ENSCING00000018954","ENSCINT00000036518","","",""
"15204","ENSCING00000013305","ENSCINT00000024743","","","XP_002127076"
"15205","ENSCING00000013306","ENSCINT00000024744","","",""
"15206","ENSCING00000018913","ENSCINT00000036788","","",""
"15207","ENSCING00000013299","ENSCINT00000024736","","",""
"15208","ENSCING00000021983","ENSCINT00000034005","","",""
"15209","ENSCING00000023885","ENSCINT00000031048","","",""
"15210","ENSCING00000022591","ENSCINT00000033752","","",""
"15211","ENSCING00000023392","ENSCINT00000024740","","",""
"15212","ENSCING00000007666","ENSCINT00000015708","","","XP_002128930"
"15213","ENSCING00000006763","ENSCINT00000013869","","",""
"15214","ENSCING00000022315","ENSCINT00000036749","","","XP_018670082"
"15215","ENSCING00000022315","ENSCINT00000036749","","","XP_018670083"
"15216","ENSCING00000022315","ENSCINT00000036749","","","XP_026692785"
"15217","ENSCING00000020947","ENSCINT00000037251","","",""
"15218","ENSCING00000006761","ENSCINT00000013864","","",""
"15219","ENSCING00000007667","ENSCINT00000015709","","","XP_002128965"
