"","ensembl_transcript_id","KHID","KHname","ensembl_gene_id","external_gene_name","refseq_peptide","refseq_peptide_predicted"
"9927","ENSCINT00000026988","KH.S1402.1","KH2013:KH.S1402.1_GAMT","ENSCING00000002307","","NP_001034969",""
"9928","ENSCINT00000026990","KH.L38.11","KH2013:KH.L38.11_FRMPD4","ENSCING00000014903","","",""
"9929","ENSCINT00000026992","KH.L38.13","KH2013:KH.L38.13_FRMPD4","ENSCING00000014904","","",""
"9930","ENSCINT00000026994","KH.C11.118","FKBP4/5/59","ENSCING00000014905","","",""
"9931","ENSCINT00000026997","KH.L38.12","SRA1","ENSCING00000014906","","","XP_002131049"
"9932","ENSCINT00000026998","KH.C11.213","KH2013:KH.C11.213_F41E7.1/2","ENSCING00000014907","","",""
"9933","ENSCINT00000026999","KH.C10.213","KH2013:KH.C10.213","ENSCING00000014908","","",""
"9934","ENSCINT00000027002","KH.C7.530","ZGC:101765","ENSCING00000014910","","",""
"9935","ENSCINT00000027003","KH.C10.74","ADORA2B","ENSCING00000005819","","",""
"9936","ENSCINT00000027004","KH.C7.408","TMEM65","ENSCING00000014912","","","XP_002124808"
"9937","ENSCINT00000027008","KH.C7.376","C2ORF43","ENSCING00000003782","","",""
"9938","ENSCINT00000027010","KH.C7.157","KH2013:KH.C7.157_ID1/2/3/4","ENSCING00000019712","","","XP_002120720"
"9939","ENSCINT00000027011","KH.C7.122","KH2013:KH.C7.122_SULT6B1","ENSCING00000014916","","","XP_002120573"
"9940","ENSCINT00000027013","KH.C7.692","KH2013:KH.C7.692","ENSCING00000024843","","",""
"9941","ENSCINT00000027014","KH.C7.498","ADRA1D","ENSCING00000014919","","",""
"9942","ENSCINT00000027015","KH.C6.73","KH2013:KH.C6.73_CYP-33C1/11/12/3/4/5/6/7/8","ENSCING00000014921","","",""
"9943","ENSCINT00000027018","KH.L106.2","KH2013:KH.L106.2_RASL11B","ENSCING00000014922","","",""
"9944","ENSCINT00000027019","KH.C7.4","SLC16A10","ENSCING00000014923","","","XP_002119449"
"9945","ENSCINT00000027023","KH.S1230.1","ASPM","ENSCING00000014928","","",""
"9946","ENSCINT00000027029","KH.L106.11","NSMCE2","ENSCING00000001256","","",""
"9947","ENSCINT00000027031","KH.C10.212","KH2013:KH.C10.212","ENSCING00000014933","","",""
"9948","ENSCINT00000027032","KH.C14.230","KH2013:KH.C14.230_FBXW7","ENSCING00000001520","","",""
"9949","ENSCINT00000027033","KH.L106.17","EXOSC2","ENSCING00000014934","","","XP_002126379"
"9950","ENSCINT00000027034","KH.C14.577","OTOP2","ENSCING00000014935","","",""
"9951","ENSCINT00000027035","KH.L106.15","KH2013:KH.L106.15_ARHGDIA","ENSCING00000014936","","",""
"9952","ENSCINT00000027040","KH.L19.4","RECK","ENSCING00000002924","","",""
"9953","ENSCINT00000027042","KH.C10.17","KH2013:KH.C10.17","ENSCING00000014941","","",""
"9954","ENSCINT00000027043","KH.L19.8","BCL11AA","ENSCING00000014942","","",""
"9955","ENSCINT00000027044","KH.C6.221","DHRS12","ENSCING00000004625","","",""
"9956","ENSCINT00000027046","KH.C6.285","KH2013:KH.C6.285_ENV9","ENSCING00000014944","","",""
"9957","ENSCINT00000027047","KH.C10.540","4930412F15RIK","ENSCING00000014945","","","XP_002126208"
"9958","ENSCINT00000027048","KH.C10.3","CHMP6","ENSCING00000014946","","","XP_002126126"
"9959","ENSCINT00000027051","KH.C10.218","KH2013:KH.C10.218","ENSCING00000014948","","","XP_009859860"
"9960","ENSCINT00000027053","KH.L19.6","RP11-231C14.2/4","ENSCING00000014949","","",""
"9961","ENSCINT00000027055","KH.C10.369","KH2013:KH.C10.369_CIT","ENSCING00000014950","","",""
"9962","ENSCINT00000027057","KH.L19.9","NES","ENSCING00000014952","","","XP_018671279"
"9963","ENSCINT00000027057","KH.L19.9","NES","ENSCING00000014952","","","XP_026694418"
"9964","ENSCINT00000027059","KH.C14.548","KH2013:KH.C14.548_OTOP1/2/3","ENSCING00000014955","","",""
"9965","ENSCINT00000027066","KH.L116.19","UBC","ENSCING00000020815","","",""
"9966","ENSCINT00000027067","KH.L19.15","NT5E","ENSCING00000020839","","",""
"9967","ENSCINT00000027068","KH.L116.78","CD37","ENSCING00000014959","","","XP_026693742"
"9968","ENSCINT00000027071","KH.C10.67","KH2013:KH.C10.67","ENSCING00000014960","","","XP_002125035"
"9969","ENSCINT00000027072","KH.C10.67","KH2013:KH.C10.67","ENSCING00000014961","","",""
"9970","ENSCINT00000027078","KH.L167.4","KH2013:KH.L167.4_EMP1/2/3","ENSCING00000014965","","","XP_002125946"
"9971","ENSCINT00000027079","KH.C14.11","KH2013:KH.C14.11_ALG13","ENSCING00000021669","","",""
"9972","ENSCINT00000027081","KH.C10.461","KH2013:KH.C10.461_RRP9","ENSCING00000014966","","",""
"9973","ENSCINT00000027083","KH.C10.53","COLEC12","ENSCING00000014968","","",""
"9974","ENSCINT00000027084","KH.C14.618","KH2013:KH.C14.618","ENSCING00000014969","","",""
"9975","ENSCINT00000027085","KH.C10.53","COLEC12","ENSCING00000014970","","",""
"9976","ENSCINT00000027089","KH.C7.525","SKAP1/2","ENSCING00000014974","","","XP_026691091"
"9977","ENSCINT00000027089","KH.C7.525","SKAP1/2","ENSCING00000014974","","","XP_002120001"
"9978","ENSCINT00000027097","KH.C6.52","URB1","ENSCING00000014981","","",""
"9979","ENSCINT00000027100","KH.L153.88","TMEM57","ENSCING00000014982","","",""
"9980","ENSCINT00000027104","KH.C6.52","URB1","ENSCING00000019706","","",""
"9981","ENSCINT00000027105","KH.C6.52","URB1","ENSCING00000014986","","",""
"9982","ENSCINT00000027106","KH.L153.59","REPS/1/2","ENSCING00000014987","","",""
"9983","ENSCINT00000027107","KH.C6.300","SCARA3","ENSCING00000014988","","",""
"9984","ENSCINT00000027110","KH.C6.257","S1PR2/4","ENSCING00000014991","","",""
"9985","ENSCINT00000027111","KH.L153.59","REPS/1/2","ENSCING00000014993","","",""
"9986","ENSCINT00000027112","KH.L153.104","FAM46D","ENSCING00000014994","","",""
"9987","ENSCINT00000027115","KH.L153.5","KH2013:KH.L153.5","ENSCING00000014997","","",""
"9988","ENSCINT00000027117","KH.C10.500","FEM1C","ENSCING00000006394","","",""
"9989","ENSCINT00000027120","KH.C14.13","KH2013:KH.C14.13_AXL","ENSCING00000000360","","",""
"9990","ENSCINT00000027126","KH.L155.5","SOX13/5/6","ENSCING00000015003","","",""
"9991","ENSCINT00000027127","KH.C6.216","KH2013:KH.C6.216_B0393.5","ENSCING00000004589","","",""
"9992","ENSCINT00000027130","KH.L153.57","KH2013:KH.L153.57_CEP290","ENSCING00000015005","","",""
"9993","ENSCINT00000027132","KH.L153.57","KH2013:KH.L153.57_CEP290","ENSCING00000007060","","",""
"9994","ENSCINT00000027133","KH.L153.67","SQZ","ENSCING00000007055","","","XP_026694152"
"9995","ENSCINT00000027133","KH.L153.67","SQZ","ENSCING00000007055","","","XP_026694151"
"9996","ENSCINT00000027134","KH.L153.106","KH2013:KH.L153.106","ENSCING00000015007","","",""
"9997","ENSCINT00000027135","KH.S766.1","FAT4","ENSCING00000015008","","",""
"9998","ENSCINT00000027142","KH.L118.4","MAMDC2","ENSCING00000015017","","",""
"9999","ENSCINT00000027143","KH.S988.4","SHANK2/3","ENSCING00000015018","","",""
"10000","ENSCINT00000027144","KH.C10.458","TRPC5/6","ENSCING00000015020","","",""
"10001","ENSCINT00000027145","KH.C10.392","KH2013:KH.C10.392_TRPC4/5","ENSCING00000015022","","",""
"10002","ENSCINT00000027146","KH.S522.8","ARHGAP32/33","ENSCING00000015023","","",""
"10003","ENSCINT00000027150","KH.C14.507","LRRC59","ENSCING00000015026","","","XP_026693537"
"10004","ENSCINT00000027150","KH.C14.507","LRRC59","ENSCING00000015026","","","XP_026693536"
"10005","ENSCINT00000027151","KH.C14.202","KH2013:KH.C14.202","ENSCING00000015027","","",""
"10006","ENSCINT00000027152","KH.C1.718","KH2013:KH.C1.718_SLC43A3","ENSCING00000015028","","",""
"10007","ENSCINT00000027155","KH.L155.24","KH2013:KH.L155.24_ABL1/2","ENSCING00000015031","","",""
"10008","ENSCINT00000027159","KH.C14.283","KH2013:KH.C14.283","ENSCING00000015035","","","XP_002121428"
"10009","ENSCINT00000027160","KH.S1735.1","KH2013:KH.S1735.1","ENSCING00000015036","","",""
"10010","ENSCINT00000027164","KH.L9.25","ESCO2","ENSCING00000015038","","",""
"10011","ENSCINT00000027168","KH.L116.40","KH2013:KH.L116.40_ATP2A1/2","ENSCING00000008397","","",""
"10012","ENSCINT00000027169","KH.L116.88","KH2013:KH.L116.88_CFP","ENSCING00000015041","","",""
"10013","ENSCINT00000027171","KH.S256.12","KH2013:KH.S256.12_MTHL11/12/13/2/9","ENSCING00000015043","","",""
"10014","ENSCINT00000027173","KH.S256.6","KH2013:KH.S256.6_SLC6A5","ENSCING00000015044","","","XP_026695595"
"10015","ENSCINT00000027173","KH.S256.6","KH2013:KH.S256.6_SLC6A5","ENSCING00000015044","","","XP_002130168"
"10016","ENSCINT00000027176","KH.L9.16","CCND1/2/3","ENSCING00000015047","","","XP_026695055"
"10017","ENSCINT00000027177","KH.L9.6","MPV17","ENSCING00000015049","","",""
"10018","ENSCINT00000027178","KH.C2.159","TMTC3","ENSCING00000015050","","",""
"10019","ENSCINT00000027179","KH.L9.43","FZD3/6","ENSCING00000005201","fz3/6","NP_001071723",""
"10020","ENSCINT00000027181","KH.L9.30","MZT2A","ENSCING00000015051","","","XP_026695052"
"10021","ENSCINT00000027182","KH.L126.4","KH2013:KH.L126.4","ENSCING00000015052","","",""
"10022","ENSCINT00000027183","KH.L126.11","CDYL/2","ENSCING00000015053","","",""
"10023","ENSCINT00000027187","KH.C2.331","C20ORF20","ENSCING00000015055","","","XP_002131505"
"10024","ENSCINT00000027190","KH.L59.9","EFCAB10","ENSCING00000015057","","",""
"10025","ENSCINT00000027191","KH.C2.13","MRPL44","ENSCING00000015058","","","XP_018672938"
"10026","ENSCINT00000027191","KH.C2.13","MRPL44","ENSCING00000015058","","","XP_002131410"
"10027","ENSCINT00000027192","KH.L126.2","KH2013:KH.L126.2_NOTCH2","ENSCING00000015059","","",""
"10028","ENSCINT00000027193","KH.L126.3","KH2013:KH.L126.3","ENSCING00000015061","","",""
"10029","ENSCINT00000027199","KH.L116.96","FAM26F","ENSCING00000015067","","",""
"10030","ENSCINT00000027202","KH.L81.2","RGL/1/2/3","ENSCING00000015069","","",""
"10031","ENSCINT00000027211","KH.C10.269","KH2013:KH.C10.269","ENSCING00000015076","","",""
"10032","ENSCINT00000027213","KH.C1.305","KH2013:KH.C1.305_PLBD1/2","ENSCING00000005481","","",""
"10033","ENSCINT00000027214","KH.C10.269","KH2013:KH.C10.269","ENSCING00000015079","","",""
"10034","ENSCINT00000027216","KH.C10.145","KH2013:KH.C10.145","ENSCING00000015081","","","XP_002127606"
"10035","ENSCINT00000027217","KH.C10.145","KH2013:KH.C10.145","ENSCING00000015082","","",""
"10036","ENSCINT00000027219","KH.L79.1","BAHD1","ENSCING00000015084","","",""
"10037","ENSCINT00000027232","KH.L155.18","LRRC4C","ENSCING00000015101","","",""
"10038","ENSCINT00000027234","KH.C10.441","MOCS-1","ENSCING00000005221","","",""
"10039","ENSCINT00000027236","KH.C10.532","KH2013:KH.C10.532_PPP1CA","ENSCING00000015105","","",""
"10040","ENSCINT00000027241","KH.L23.9","TAB1","ENSCING00000003713","","","XP_026694506"
"10041","ENSCINT00000027241","KH.L23.9","TAB1","ENSCING00000003713","","","XP_026694505"
"10042","ENSCINT00000027244","KH.C10.288","RIC3","ENSCING00000015113","","",""
"10043","ENSCINT00000027251","KH.C8.911","RIMS2/3","ENSCING00000015119","","",""
"10044","ENSCINT00000027254","KH.C13.108","C2","ENSCING00000015123","","",""
"10045","ENSCINT00000027255","KH.L27.1","KH2013:KH.L27.1","ENSCING00000015124","","",""
"10046","ENSCINT00000027257","KH.L27.2","KH2013:KH.L27.2","ENSCING00000015126","","",""
"10047","ENSCINT00000027262","KH.C1.238","KH2013:KH.C1.238","ENSCING00000015132","","",""
"10048","ENSCINT00000027267","KH.S583.1","IQCD","ENSCING00000015136","","","XP_002131563"
"10049","ENSCINT00000027279","KH.L79.1","BAHD1","ENSCING00000015146","","",""
"10050","ENSCINT00000027283","KH.S657.1","KH2013:KH.S657.1","ENSCING00000015150","","",""
"10051","ENSCINT00000027284","KH.S657.1","KH2013:KH.S657.1","ENSCING00000015151","","",""
"10052","ENSCINT00000027286","KH.S816.3","TUB1","ENSCING00000015154","","",""
"10053","ENSCINT00000027288","KH.C6.244","KH2013:KH.C6.244_TNNC1","ENSCING00000015157","","",""
"10054","ENSCINT00000027291","KH.C14.55","KH2013:KH.C14.55","ENSCING00000015160","","",""
"10055","ENSCINT00000027294","KH.S1107.1","CDS1/2","ENSCING00000015162","","","XP_002122942"
"10056","ENSCINT00000027296","KH.S551.2","KH2013:KH.S551.2_KLHL12/2","ENSCING00000015164","","",""
"10057","ENSCINT00000027298","KH.L116.72","SI:DKEY-11E23.5","ENSCING00000002488","","","XP_009861048"
"10058","ENSCINT00000027298","KH.L116.72","SI:DKEY-11E23.5","ENSCING00000002488","","","XP_002124539"
"10059","ENSCINT00000027299","KH.S2442.1","CNKSR1/2/3","ENSCING00000015166","","",""
"10060","ENSCINT00000027303","KH.C1.931","GREB1L","ENSCING00000015171","","",""
"10061","ENSCINT00000027304","KH.C9.5","NDUFA8","ENSCING00000015173","","","XP_002130550"
"10062","ENSCINT00000027309","KH.S606.3","KH2013:KH.S606.3_A4GALT","ENSCING00000015178","","",""
"10063","ENSCINT00000027314","KH.S460.5","KH2013:KH.S460.5_SRD5A1","ENSCING00000015182","","","XP_002120345"
"10064","ENSCINT00000027317","KH.L101.2","KH2013:KH.L101.2_THAP9","ENSCING00000015183","","",""
"10065","ENSCINT00000027322","KH.L153.48","KH2013:KH.L153.48_WBSCR27","ENSCING00000015188","","","XP_002125713"
"10066","ENSCINT00000027327","KH.L153.90","KH2013:KH.L153.90","ENSCING00000015191","","",""
"10067","ENSCINT00000027328","KH.L153.8","ZCWPW1","ENSCING00000015192","","",""
"10068","ENSCINT00000027336","KH.L153.40","PCNXL2/3","ENSCING00000015200","","",""
"10069","ENSCINT00000027338","KH.L153.18","MTG1","ENSCING00000015202","","",""
"10070","ENSCINT00000027340","KH.S425.4","T20F10.2","ENSCING00000015207","","",""
"10071","ENSCINT00000027346","KH.S425.13","MRPL49","ENSCING00000000953","","","XP_002126528"
"10072","ENSCINT00000027354","KH.C1.73","MAP2/4","ENSCING00000015217","","",""
"10073","ENSCINT00000027358","KH.S1136.7","KH2013:KH.S1136.7","ENSCING00000015220","","",""
"10074","ENSCINT00000027364","KH.L155.9","SND1","ENSCING00000000524","","","XP_002128402"
"10075","ENSCINT00000027370","KH.C10.625","KH2013:KH.C10.625","ENSCING00000015229","","",""
"10076","ENSCINT00000027372","KH.L4.25","POT1","ENSCING00000015473","","",""
"10077","ENSCINT00000027373","KH.L4.25","POT1","ENSCING00000001453","","",""
"10078","ENSCINT00000027374","KH.C10.537","NAP1","ENSCING00000015232","","","XP_002130185"
"10079","ENSCINT00000027375","KH.L4.19","KH2013:KH.L4.19_R02F2.8","ENSCING00000015233","","",""
"10080","ENSCINT00000027376","KH.L4.19","KH2013:KH.L4.19_R02F2.8","ENSCING00000015233","","",""
"10081","ENSCINT00000027383","KH.L20.4","KH2013:KH.L20.4","ENSCING00000015242","","",""
"10082","ENSCINT00000027384","KH.L153.60","QRSL1","ENSCING00000001118","","",""
"10083","ENSCINT00000027387","KH.L153.36","MNS1","ENSCING00000015244","","",""
"10084","ENSCINT00000027389","KH.L155.13","LRRC9","ENSCING00000000536","","",""
"10085","ENSCINT00000027390","KH.L155.13","LRRC9","ENSCING00000000536","","",""
"10086","ENSCINT00000027392","KH.L155.25","KH2013:KH.L155.25_PPK/23","ENSCING00000000539","","",""
"10087","ENSCINT00000027394","KH.L153.95","KH2013:KH.L153.95_ARRDC2/3/4","ENSCING00000015247","","","XP_002129778"
"10088","ENSCINT00000027397","KH.L153.4","KH2013:KH.L153.4","ENSCING00000015249","","",""
"10089","ENSCINT00000027398","KH.S1522.1","KH2013:KH.S1522.1_KLHL12/17","ENSCING00000015250","","",""
"10090","ENSCINT00000027400","KH.S424.3","COX10","ENSCING00000015251","","",""
"10091","ENSCINT00000027401","KH.L9.22","MYOM1/2/3","ENSCING00000015252","","",""
"10092","ENSCINT00000027404","KH.S1285.1","KH2013:KH.S1285.1_VCAN","ENSCING00000015256","","","XP_002129740"
"10093","ENSCINT00000027414","KH.L9.36","KCNK3/9","ENSCING00000015265","","",""
"10094","ENSCINT00000027418","KH.L164.14","RALGAPB","ENSCING00000000358","","",""
"10095","ENSCINT00000027422","KH.L164.4","KH2013:KH.L164.4_METTL24","ENSCING00000001159","","",""
"10096","ENSCINT00000027426","KH.L4.15","LEMD3","ENSCING00000015271","","",""
"10097","ENSCINT00000027427","KH.C3.896","NOTCH1","ENSCING00000015272","","NP_001122337","XP_009857948"
"10098","ENSCINT00000027429","KH.L164.2","ZGC:112980","ENSCING00000015274","","",""
"10099","ENSCINT00000027432","KH.S497.1","DNTT","ENSCING00000015277","","",""
"10100","ENSCINT00000027435","KH.L164.17","CG14762","ENSCING00000015281","","",""
"10101","ENSCINT00000027436","KH.S1284.1","KH2013:KH.S1284.1_TPO1/2/3","ENSCING00000015283","","",""
"10102","ENSCINT00000027438","KH.C2.960","DIDO1","ENSCING00000015285","","",""
"10103","ENSCINT00000027443","KH.L153.55","KH2013:KH.L153.55","ENSCING00000015284","","",""
"10104","ENSCINT00000027444","KH.L153.41","KH2013:KH.L153.41","ENSCING00000015289","","",""
"10105","ENSCINT00000027445","KH.L153.41","KH2013:KH.L153.41","ENSCING00000015722","","",""
"10106","ENSCINT00000027450","KH.L153.103","RAB7L1","ENSCING00000015292","","",""
"10107","ENSCINT00000027451","KH.L4.26","SLCO1C1","ENSCING00000015293","","",""
"10108","ENSCINT00000027452","KH.L4.29","KH2013:KH.L4.29_DLL1/4","ENSCING00000015294","","",""
"10109","ENSCINT00000027453","KH.L164.5","NEO1","ENSCING00000009804","","",""
"10110","ENSCINT00000027455","KH.C8.194","KH2013:KH.C8.194","ENSCING00000015296","","",""
"10111","ENSCINT00000027457","KH.S425.6","KLHL18/29","ENSCING00000015301","","",""
"10112","ENSCINT00000027458","KH.S425.6","KLHL18/29","ENSCING00000019685","","",""
"10113","ENSCINT00000027461","KH.S425.8","KH2013:KH.S425.8","ENSCING00000015305","","",""
"10114","ENSCINT00000027462","KH.S425.8","KH2013:KH.S425.8","ENSCING00000017073","","","XP_002121601"
"10115","ENSCINT00000027465","KH.S1754.1","RAD21L/1","ENSCING00000006404","","","XP_002125939"
"10116","ENSCINT00000027467","KH.C6.87","LGALS3L","ENSCING00000015308","","",""
"10117","ENSCINT00000027468","KH.L4.48","KH2013:KH.L4.48","ENSCING00000015309","","",""
"10118","ENSCINT00000027469","KH.L4.5","ATXN7L1","ENSCING00000015310","","",""
"10119","ENSCINT00000027470","KH.L4.10","THOC7","ENSCING00000015312","","",""
"10120","ENSCINT00000027471","KH.S694.1","RHOBTB/1/2","ENSCING00000015313","","",""
"10121","ENSCINT00000027472","KH.C6.207","FAM21C","ENSCING00000015314","","","XP_026690602"
"10122","ENSCINT00000027476","KH.C6.63","KH2013:KH.C6.63","ENSCING00000015318","","","XP_026690607"
"10123","ENSCINT00000027478","KH.S2209.1","KH2013:KH.S2209.1_KLHL12/3","ENSCING00000022603","","",""
"10124","ENSCINT00000027481","KH.L7.24","KH2013:KH.L7.24","ENSCING00000015325","","",""
"10125","ENSCINT00000027487","KH.L153.19","MRPL19","ENSCING00000015328","","",""
"10126","ENSCINT00000027488","KH.L153.96","KH2013:KH.L153.96_CD36","ENSCING00000005304","","",""
"10127","ENSCINT00000027491","KH.S390.8","STK17B","ENSCING00000015330","","",""
"10128","ENSCINT00000027492","KH.S390.7","RAPH1","ENSCING00000015331","","",""
"10129","ENSCINT00000027494","KH.S1438.2","KH2013:KH.S1438.2_DHRS1","ENSCING00000015333","","","XP_002131026"
"10130","ENSCINT00000027497","KH.L153.98","KH2013:KH.L153.98_ARRDC2/3/4","ENSCING00000015335","","",""
"10131","ENSCINT00000027498","KH.C11.672","INTS8","ENSCING00000001458","","",""
"10132","ENSCINT00000027502","KH.C1.1109","KH2013:KH.C1.1109_DP","ENSCING00000015339","","",""
"10133","ENSCINT00000027509","KH.L153.83","SLC2A3/5/7","ENSCING00000003180","","",""
"10134","ENSCINT00000027515","KH.C11.204","COX5A","ENSCING00000015350","","","XP_002130178"
"10135","ENSCINT00000027520","KH.S390.3","KCTD1/15","ENSCING00000006304","","","XP_009860480"
"10136","ENSCINT00000027522","KH.S390.10","KH2013:KH.S390.10","ENSCING00000015357","","","XP_002123584"
"10137","ENSCINT00000027526","KH.C11.180","CARS2","ENSCING00000015360","","",""
"10138","ENSCINT00000027532","KH.L153.28","SLC4A1AP","ENSCING00000015365","","",""
"10139","ENSCINT00000027535","KH.L153.99","QPRT","ENSCING00000015366","","",""
"10140","ENSCINT00000027536","KH.L4.36","HMGB3","ENSCING00000003838","","",""
"10141","ENSCINT00000027540","KH.C6.252","KH2013:KH.C6.252_KBTBD12","ENSCING00000015368","","","XP_002125111"
"10142","ENSCINT00000027544","KH.L116.79","NPLOC4","ENSCING00000015372","","",""
"10143","ENSCINT00000027550","KH.L42.13","NUBPL","ENSCING00000015376","","","XP_009862094"
"10144","ENSCINT00000027550","KH.L42.13","NUBPL","ENSCING00000015376","","","XP_009862092"
"10145","ENSCINT00000027555","KH.L90.1","ATP5J2","ENSCING00000015381","","","XP_002129265"
"10146","ENSCINT00000027559","KH.C7.752","CCNL1/2","ENSCING00000015385","","",""
"10147","ENSCINT00000027560","KH.C6.203","KH2013:KH.C6.203_KLHL12/20","ENSCING00000024854","","",""
"10148","ENSCINT00000027564","KH.S852.5","KH2013:KH.S852.5_TRP-4","ENSCING00000015387","","",""
"10149","ENSCINT00000027569","KH.C2.799","EIF2B2","ENSCING00000004197","","",""
"10150","ENSCINT00000027571","KH.C7.670","KH2013:KH.C7.670_SOD1/3","ENSCING00000015393","","",""
"10151","ENSCINT00000027572","KH.S852.6","KH2013:KH.S852.6","ENSCING00000015394","","","XP_002126583"
