Experiment date (EP),EP experimentator + Imaging acquisition,Condition,ID embryo,Cell Segmentation,Threshold nuclei,Threshold membrane,Surface Segmentation,Merged cells to get new surface information from cell segmentation,Shortest distance between ATM group to TVC group (from edge to edge) µm,Comment on the distance,Comment on the embryo,Phenotype,Details,"Quality of segmentation based on labelling (good, correct, not good)",Comments
2021-01-12,Margaux Failla,Handr,01-12-2021_Image6,yes,90.2,37.5,-,yes,0,groups connected,"problem migration, division and orientation",enhanced ATM migration / enhanced ATM division / TVC cell alignment,"one of the ATM divided and one of the the cell migrated with the TVCs in the trunk but still attached to the other ATMs in the tail; one of the TVC divided not in the medio-laterale orientation, so cells are a bit aligned",good,Ambigous phenotype
2021-01-12,Margaux Failla,Handr,01-12-2021_Image7,yes,95,55.3,-,yes,0,groups connected,problem migration and orientation,enhanced ATM migration / TVC cell alignment,"the ATMs migrated a bit in the trunk and attached to the TVCs in the trunk but still in the tail; the 2 TVCs divided not in the medio-laterale orientation, so cells are aligned",correct,Ambigous phenotype
2021-01-12,Margaux Failla,Handr,01-12-2021_Image8_left,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,correct,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image8_right,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image9,yes,68.1,37.7,-,yes,0,groups connected,problem migration and orientation,inhibited TVC migration / TVC cell alignment,"the 2 TVCs didn't migrate enough in the trunk, they are still attached to the ATMs in the tail; the 2 TVCs divided not in the medio-laterale orientation, so cells are aligned",good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image10,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image11_left,yes,77.5,37.4,-,yes,20.2,-,problem migration,inhibted TVC division,one of the TVC didn't migrate but divided with the ATMs in the tail,good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image11_right,yes,27.2,27.3,-,yes,23.7,-,problem orientation,TVC cell alignment,"one of the TVC divided not in the medio-laterale orientation, so cells are a bit aligned",not good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image12,yes,90.1,35.1,-,yes,0,groups connected,problem migration and orientation,inhibited TVC migration / TVC cell alignment,"the 2 TVCs didn't migrate enough in the trunk, they are still attached to the ATMs in the tail; one of the TVC divided not in the medio-laterale orientation, so cells are a bit aligned",good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image13,yes,87.8,27.5,-,yes,0,groups connected,problem migration and orientation,inhibited TVC migration / TVC cell alignment,"the 2 TVCs didn't migrate enough in the trunk, they are still attached to the ATMs in the tail; one of the TVC divided not in the medio-laterale orientation, so cells are a bit aligned",good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image14_left,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,not good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image14_right,yes,60.4,32.6,-,yes,0,groups connected,problem migration and orientation,inhibited TVC migration / TVC cell alignment,"the 2 TVCs didn't migrate enough in the trunk, they are still attached to the ATMs in the tail; the 2 TVCs divided not in the medio-laterale orientation, so cells are aligned",good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image15_left,yes,97.8,32.5,-,yes,4.13,Problem getting 2 different distances,problem migration and orientation,inhibited TVC migration / TVC cell alignment,"the 2 TVCs didn't migrate enough in the trunk, they are very close to the ATMs in the tail; one of the TVC divided not in the medio-laterale orientation, so cells are a bit aligned",good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image15_right,yes,92,32.5,-,yes,0,groups connected,problem migration,inhibited TVC migration,"the 2 TVCs didn't migrate enough in the trunk, they are still attached to the ATMs in the tail",good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image16_left,yes,,,-,yes,0,groups connected,problem migration and orientation,inhibited TVC migration / TVC cell alignment,"the 2 TVCs didn't migrate enough in the trunk, they are still attached to the ATMs in the tail; one of the TVC divided not in the medio-laterale orientation, so cells are a bit aligned",good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image16_right,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image17,yes,,,-,yes,0,groups connected,problem migration and orientation,inhibited TVC migration / TVC cell alignment,"the 2 TVCs didn't migrate enough in the trunk, they are still attached to the ATMs in the tail; the 2 TVCs divided not in the medio-laterale orientation, so cells are aligned",good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image18,yes,,,-,yes,,-,problem migration and division,inhibited TVC migration / inhibited TVC division,"the 2 TVCs didn't migrate, they stayed with the ATMs in the tail; one of the TVC didn't divide in the tail",good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image19_left,yes,,,-,yes,,-,problem division and orientation,inhibited TVC division / TVC cell alignment ,"one of the TVC didn't divide in the trunk; one of the TVC divided not in the medio-laterale orientation, so cells are a bit aligned",good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image19_right,yes,,,-,yes,,-,problem orientation,TVC cell alignment,"one of the TVC divided not in the medio-laterale orientation, so cells are a bit aligned",not good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image20,yes,90.2,25.9,-,yes,0,groups connected,problem migration and orientation,inhibited TVC migration / TVC cell alignment,"the 2 TVCs didn't migrate enough in the trunk, they are still attached to the ATMs in the tail; one of the TVC divided not in the medio-laterale orientation, so cells are a bit aligned",good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image21_left,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,not good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image21_right,yes,,,-,yes,,-,problem migration and orientation,inhibited TVC migration / TVC cell alignment,"one of the TVC didn't migrate and stayed with the ATM in the tail but also attached to the other TVCs in the trunk; one of the TVC divided not in the medio-laterale orientation, so cells are a bit aligned",good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image22_left,yes,,,-,yes,,-,problem migration and division,inhibited TVC migration / inhibited TVC division,"one of the TVC didn't migrate and didn't divide, it stayed with the ATMs in the tail",good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image22_right,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image23_left,yes,77.7,35.2,-,yes,7.85,-,problem orientation,TVC cell alignment,"the 2 TVCs divided not in the medio-laterale orientation, so cells are aligned",correct,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image23_right,yes,77.7,35.2,-,yes,0,groups connected,problem migration and division,inhibited TVC migration / inhibited TVC division,"one of the TVC didn't migrate enough and didn't divide, it still attached to the ATMs in the tail but also attached to the other TVCs in the trunk",correct,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image24_left,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image24_right,yes,,,-,yes,,-,"problem migration, division and orientation",inhibited TVC migration / inhibited TVC division / TVC cell alignment,"one of the TVC didn't migrate and didn't divide, it stayed with the ATMs in the tail; the TVC that migrated, divided not in the medio-laterale orientation, so cells are aligned",good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image25_left,yes,87.8,40.1,-,yes,13.9,-,problem orientation,TVC cell alignment,"one of the TVC divided not in the medio-laterale orientation, so cells are a bit aligned",good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image25_right,yes,87.8,42.5,-,yes,0,groups connected,problem migration and orientation,inhibited TVC migration / TVC cell alignment,"the 2 TVCs didn't migrate enough far in the trunk, so still attached to the ATMs in the tail; one of the TVC divided not in the medio-laterale orientation, so cells are a bit aligned",good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image26,yes,84.8,58.4,-,yes,3.85,-,problem migration,inhibited TVC migration,one of the TVC didn't migrate but divided with the ATMs in the tail,correct,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image27_left,yes,,,-,yes,0,groups connected,"problem migration, division and orientation",enhanced ATM division / inhibited TVC migration / TVC cell alignment,"the 2 TVCs didn't migrate enough far in the trunk, so still attached to the ATMs in the tail; the 2 ATMs divided in the tail; the 2 TVCs divided not in the medio-laterale orientation, so cells are aligned",good,All cells do not fit in the image
2021-01-12,Margaux Failla,Handr,01-12-2021_Image27_right,yes,,,-,yes,0,groups connected,problem migration and orientation,inhibited TVC migration / TVC cell alignment,"the 2 TVCs didn't migrate enough far in the trunk, so still attached to the ATMs in the tail; one of the TVC divided not in the medio-laterale orientation, so cells are a bit aligned",good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image28_left,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image28_right,yes,,,-,yes,,-,problem orientation,TVC cell alignment,"one of the TVC divided not in the medio-laterale orientation, so cells are a bit aligned",not good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image29,yes,,,-,yes,,-,problem orientation,TVC cell alignment,"the 2 TVCs divided not in the medio-laterale orientation, so cells are aligned",correct,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image30,yes,86.3,25.4,-,yes,0,groups connected,problem migration and orientation,inhibited TVC migration / TVC cell alignment,"the 2 TVCs didn't migrate enough, still attached to the ATMs in the tail; one of the TVC divided not in the medio-laterale orientation, so cells are a bit aligned",good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image31_left,yes,,,-,yes,,-,problem orientation,TVC cell alignment,"one of the TVC divided not in the medio-laterale orientation, so cells are a bit aligned",good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image31_right,yes,,,-,yes,,-,problem migration and orientation,enhanced ATM migration / TVC cell alignment,"the 2 ATMs migrated a bit in the trunk; one of the TVC divided not in the medio-laterale orientation, so cells are a bit aligned",not good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image32_left,yes,,,-,yes,,-,problem orientation,TVC cell alignment,"one of the TVC divided not in the medio-laterale orientation, so cells are a bit aligned",good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image32_right,yes,,,-,yes,,-,problem orientation,TVC cell alignment,"the 2 TVCs divided not in the medio-laterale orientation, so cells are aligned",correct,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image33,yes,,,-,yes,0,groups connected,problem migration and orientation,inhibited TVC migration / TVC cell alignment,"the 2 TVCs didn't migrate enough far in the trunk, so still attached to the ATMs in the tail; one of the TVC divided not in the medio-laterale orientation, so cells are a bit aligned",correct,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image34_left,yes,83.3,55.2,-,yes,0,groups connected,problem migration and orientation,inhibited TVC migration / TVC cell alignment,"the 2 TVCs didn't migrate enough far in the trunk, so still attached to the ATMs in the tail; one of the TVC divided not in the medio-laterale orientation, so cells are a bit aligned",correct,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image34_right,yes,83.3,55.2,-,yes,0,groups connected,problem migration and orientation,inhibited TVC migration / TVC cell alignment,"the 2 TVCs didn't migrate enough far in the trunk, so still attached to the ATMs in the tail; the 2 TVCs divided not in the medio-laterale orientation, so cells are aligned",good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image35,yes,,,-,yes,0,groups connected,problem migration and division,inhibited TVC migration / inhibited TVC division,"the 2 TVCs didn't migrate enough, still attached to the ATMs in the tail, and they didn't divide in the trunk",good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image36_left,yes,89.5,35.5,-,yes,12.6,-,problem orientation,TVC cell alignment,"one of the TVC divided not in the medio-laterale orientation, so cells are a bit aligned",good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image36_right,yes,97.2,35.5,-,yes,30.7,-,look like WT,look like WT,all look like WT,correct,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image37_left,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,not good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image37_right,yes,90.3,32.6,-,yes,0,groups connected,problem migration,inhibited TVC migration,"the 2 TVCs didn't migrate enough, still attached to the ATMs in the tail",good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image38,yes,91,30.3,-,yes,2.44,groups should be connected (missing a part in segmentation),problem migration and orientation,inhibited TVC migration / TVC cell alignment,"the 2 TVCs didn't migrate enough far in the trunk, so still attached to the ATMs in the tail (not seen in the segmentation); the 2 TVCs divided not in the medio-laterale orientation, so cells are aligned",good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image39_left,yes,,,-,yes,,-,look like WT,look like WT,all look like WT,not good,-
2021-01-12,Margaux Failla,Handr,01-12-2021_Image39_right,yes,87.5,32.3,-,yes,0,groups connected,problem migration and orientation,inhibited TVC migration / TVC cell alignment,"the 2 TVCs didn't migrate enough far in the trunk, so still attached to the ATMs in the tail and one of the TVC is grouped with the ATMs; one of the TVC divided not in the medio-laterale orientation, so cells are a bit aligned",good,Ambigous phenotype
2021-01-12,Margaux Failla,Handr,01-12-2021_Image40,yes,87.8,22.7,-,yes,0,groups connected,problem migration,inhibited TVC migration,"the 2 TVCs didn't migrate enough far in the trunk, so still attached to the ATMs in the tail",good,-
2021-01-12,Margaux Failla,MRF,01-12-21_Image1_left,yes,,,-,yes,0,groups connected,problem migration and division,inhibited TVC migration / inhibited TVC division,the 2 TVCs didn't migrate enough in the trunk because still attached to the ATMs in the tail; the 2 TVCs didn't divide in the trunk,good,Ambigous phenotype between left and right
2021-01-12,Margaux Failla,MRF,01-12-21_Image1_right,yes,,,-,yes,,-,problem division,inhibited TVC division,the 2 TVCs didn't divide in the trunk,good,Ambigous phenotype between left and right
2021-01-12,Margaux Failla,MRF,01-12-21_Image2_left,yes,80.4,37.9,-,yes,50.9,-,look like WT,look like WT,all look like WT,good,-
2021-01-12,Margaux Failla,MRF,01-12-21_Image2_right,yes,80.4,42.2,-,yes,0,groups connected,problem migration and division,enhanced ATM migration / inhibited TVC division,"one of the ATM migrated with the TVCs in the trunk, but still attached to the other ATM in the tail; one of the TVC didn't divide in the trunk",good,-
2021-01-12,Margaux Failla,MRF,01-12-21_Image3,yes,78.9,37.6,-,yes,0,groups connected,problem migration and division,enhanced ATM division / inhibited TVC migration / inhibited TVC division,the 2 ATMs divided in the tail; the 2 TVCs didn't migrate enough in the trunk and still attached to the ATMs in the tail; one of the TVC didn't divide in the trunk,good,-
2021-01-12,Margaux Failla,MRF,01-12-21_Image4_left,yes,93.8,22.6,-,yes,-,only one group in the trunk - no distance,problem migration and division,enhanced ATM migration / inhibited TVC division,the 2 ATMs migrated with the TVCs in the trunk; one of the TVC didn't divide in the trunk,correct,-
2021-01-12,Margaux Failla,MRF,01-12-21_Image4_right,yes,93.8,35.3,-,yes,-,only one group in the trunk - no distance,problem migration and division,enhanced ATM migration / inhibited TVC division,the 2 ATMs migrated with the TVCs in the trunk; one of the TVC didn't divide in the trunk,good,-
2021-01-12,Margaux Failla,MRF,01-12-21_Image5_left,yes,,,-,yes,-,only one group in the trunk - no distance,problem migration and division,enhanced ATM migration / inhibited TVC division,the 2 ATMs migrated with the TVCs in the trunk; one of the TVC didn't divide in the trunk,correct,Same stack as 01-12-21_Image4_left
2021-01-12,Margaux Failla,MRF,01-12-21_Image5_right,yes,,,-,yes,-,only one group in the trunk - no distance,problem migration and division,enhanced ATM migration / inhibited TVC division,the 2 ATMs migrated with the TVCs in the trunk; one of the TVC didn't divide in the trunk,good,Same stack as 01-12-21_Image4_right
2021-01-12,Margaux Failla,MRF,01-12-21_Image6,yes,85.3,27.5,-,yes,-,only one group in the trunk - no distance,problem migration,enhanced ATM migration,the 2 ATMs migrated with the TVCs in the trunk,good,-
