Experiment date (EP),EP experimentator + Imaging acquisition,Condition,ID embryo,Cell Segmentation,Threshold nuclei,Threshold membrane,Surface Segmentation,Threshold surface,Merged cells to get new surface information from cell segmentation,Shortest distance between ATM group to TVC group (from edge to edge) µm,Comment on the distance,Comment on the embryo,Details phenotype,"Quality of segmentation based on labelling (good, correct, not good)",Comments
2020-07-23,Yelena Bernadskaya,Foxf,28072020_image10_right,yes,22.6,17.7,-,-,yes,44.7,-,problem orientation,"one of the TVC divided not in the medio-lateral orientation, so cells are aligned (this TVC division is not completed but it's not seen in the segmentation because nuclei are far enough so considered as 2 cells)",good,"Don't see all the ATM cells (image not centered), and one TVC division is not completed but it's not seen in the segmentation because nuclei are far enough so considered as 2 cells"
2020-07-23,Yelena Bernadskaya,3G / Rock,24072020_image1_left,yes,22.5,11.5,-,-,yes,29.7,-,look like WT,all look like WT,good,-
2020-07-23,Yelena Bernadskaya,3G / Rock,24072020_image1_right,yes,22.5,13.6,-,-,yes,45.9,-,problem division,one of the TVC didn't divide in the trunk,good,-
2020-07-23,Yelena Bernadskaya,3G / Rock,24072020_image2,yes,30,9,-,-,yes,-,only one group in the trunk - no distance,problem migration and division,"the 2 ATMs migrated in the trunk with the TVCs, one of the TVC didn't divide and the other TVC divided but not completely (but not seen in the segmentation because nuclei are far enough so considered as 2 cells)",good,For one of the division problem: not seen because the TVC divided but not completely and not seen in the segmentation because the nuclei are far enough so considered as 2 cells
2020-07-23,Yelena Bernadskaya,3G / Rock,24072020_image3,yes,30,9.69,-,-,yes,34,-,look like WT,all look like WT,good,-
2020-07-23,Yelena Bernadskaya,3G / Rock,24072020_image4,yes,20.1,14.9,-,-,yes,30.4,-,look like WT,all look like WT,good,Don't see all the ATM cells (image not centered)
2020-07-23,Yelena Bernadskaya,3G / Rock,24072020_image6_left,yes,20.2,9.54,-,-,yes,18.3,not correctly segmented - distance should be longer,problem division,the 2 TVCs didn't divide in the trunk,not good,Ambiguous phenotype between left and right
2020-07-23,Yelena Bernadskaya,3G / Rock,24072020_image6_right,yes,22.4,10.2,-,-,yes,24,-,"look like WT (but one of the TVC divided not completely and not seen in the segmentation because the nuclei are too far from each other, so considered as 2 cells)","all look like WT (but one of the TVC divided not completely and not seen in the segmentation because the nuclei are too far from each other, so considered as 2 cells)",correct,"Ambiguous phenotype between left and right, and one of the TVC divided not completely and not seen in the segmentation because the nuclei are too far from each other, so considered as 2 cells"
2020-07-23,Yelena Bernadskaya,3G / Rock,24072020_image7_right,yes,17.5,19.2,-,-,yes,30.6,-,problem migration and division,one of the ATM migrated and divided in the trunk with the TVCs,good,-
2020-07-23,Yelena Bernadskaya,10C / Rab5,28072020_image1_left,yes,27.7,15,-,-,yes,35.3,-,problem division,the 2 TVCs didn't divide in the trunk,good,-
2020-07-23,Yelena Bernadskaya,10C / Rab5,28072020_image1_right,yes,25.4,15,-,-,yes,32.7,-,"problem division (but not seen in the segmentation, because nuclei are far enough)","one of the TVC divided not completely (not seen in the segmentation, because the nuclei are far enough so considered as 2 cells)",correct,"One of the TVC divided not completely (not seen in the segmentation, because the nuclei are far enough so considered as 2 cells)"
2020-07-23,Yelena Bernadskaya,10C / Rab5,28072020_image2,yes,30,19.2,-,-,yes,41.4,-,problem division,the 2 TVCs didn't divide in the trunk,good,-
2020-07-23,Yelena Bernadskaya,10C / Rab5,28072020_image3_left,yes,22.6,14.2,-,-,yes,34.5,-,"problem division (but not seen in the segmentation, because nuclei are far enough)","one of the TVC divided not completely (not seen in the segmentation, because the nuclei are far enough so considered as 2 cells)",good,-
2020-07-23,Yelena Bernadskaya,10C / Rab5,28072020_image3_right,yes,22.6,14.2,-,-,yes,27.2,-,look like WT,all look like WT,correct,-
2020-07-23,Yelena Bernadskaya,10C / Rab5,28072020_image5_left,yes,30.1,20.1,-,-,yes,21.2,-,problem division,one of the TVC didn't divide in the trunk,good,-
2020-07-23,Yelena Bernadskaya,10C / Rab5,28072020_image5_right,yes,25.1,12.3,-,-,yes,25.9,-,look like WT,all look like WT,not good,-
2020-07-23,Yelena Bernadskaya,10C / Rab5,28072020_image6_left,yes,25.1,10.7,-,-,yes,0,groups connected,"problem migration, division and orientation","the TVCs group didn't migrate enough and didn't separate from the ATMs group; one of the TVC didn't divide in the trunk and the TVC that divided is not in the medio-lateral orientation, so cells aligned",correct,Ambiguous phenotype between left and right
2020-07-23,Yelena Bernadskaya,10C / Rab5,28072020_image6_right,yes,25.1,10.7,-,-,yes,-,only one group in the trunk - no distance,problem migration and division,"the 2 ATMs migrated in the trunk with the TVCs, and the 2 TVCs didn't divide in the trunk",good,Ambiguous phenotype between left and right
2020-07-23,Yelena Bernadskaya,10C / Rab5,28072020_image7_left,yes,20.2,12.4,-,-,yes,41.3,-,problem migration,one of the ATM migrated in the trunk with the TVCs,correct,-
2020-07-23,Yelena Bernadskaya,10C / Rab5,28072020_image7_right,yes,22.4,14.2,-,-,yes,31.4,-,look like WT,all look like WT,good,-
2020-07-23,Yelena Bernadskaya,10C / Rab5,28072020_image8_left,yes,25.5,17.9,-,-,yes,30.4,-,problem division and orientation,"one of the ATM divided in the tail; the 2 TVCs divided not in the medio-laterale orientation, so cells are aligned",good,-
2020-07-23,Yelena Bernadskaya,10C / Rab5,28072020_image8_right,yes,27.4,14,-,-,yes,0,groups connected,problem migration and division,one of the ATM divided in the tail; the other ATM migrated but not completely and divided; the 2 TVCs didn't divide in the trunk,correct,Ambiguous phenotype
2020-07-23,Yelena Bernadskaya,10C / Rab5,28072020_image9_left,yes,23,20,-,-,yes,46.2,-,look like WT,all look like WT,good,-
2020-07-23,Yelena Bernadskaya,10C / Rab5,28072020_image9_right,yes,23,20,-,-,yes,35,-,look like WT,all look like WT,good,Don't see all the ATM cells (image not centered)
2020-07-23,Yelena Bernadskaya,10C / Rab5,28072020_image10,yes,25,25.2,-,-,yes,0,-,problem migration and division,"the 2 ATMs migrated with TVCs, still attached to the TVCs and the 2 TVCs didn't divide",correct,-
2020-07-23,Yelena Bernadskaya,10C / Rab5,28072020_image11,yes,32.6,14.5,-,-,yes,26,-,problem migration and division,one of the ATM divided and one the cell migrated in the trunk with the TVCs,good,Ambiguous phenotype
2020-07-23,Yelena Bernadskaya,10C / Rab5,28072020_image12_left,yes,27.5,9.5,-,-,yes,23,-,problem division,the 2 TVCs didn't divide in the trunk,correct,Don't see all the ATM cells (image not centered)
2020-07-23,Yelena Bernadskaya,10C / Rab5,28072020_image12_right,yes,27.5,17.5,-,-,yes,33.9,-,look like WT,all look like WT,good,-
2020-07-23,Yelena Bernadskaya,10C / Rab5,28072020_image13_right,yes,25,12.3,-,-,yes,52.3,-,look like WT,all look like WT,correct,-
2020-07-23,Yelena Bernadskaya,10C / Rab5,28072020_image14_right,yes,22.5,16.1,-,-,yes,33.1,-,look like WT,all look like WT,good,Don't see all the ATM cells (image not centered)
2020-07-23,Yelena Bernadskaya,10C / Rab5,28072020_image16_left,yes,27.3,12.3,-,-,yes,-,only one group in the trunk - no distance,problem migration and orientation,the 2 ATM migrated with the TVCs in the trunk and the TVCs are not correctly oriented with the other side,not good,Ambiguous phenotype between left and right
2020-07-23,Yelena Bernadskaya,10C / Rab5,28072020_image16_right,yes,27.3,17.6,-,-,yes,9.89,-,problem migration,one of the ATM migrated with the TVCs in the trunk,correct,"Ambiguous phenotype between left and right, missing a part of the segmentation not detected"
2020-07-23,Yelena Bernadskaya,10C / Rab5,28072020_image17_left,yes,27.3,18.2,-,-,yes,5.52,-,problem migration and division,"the ATMs group migrated a bit in the trunk, and one of the TVC didn't divide in the trunk",good,-
2020-07-23,Yelena Bernadskaya,10C / Rab5,28072020_image17_right,yes,27.3,16.2,-,-,yes,35.7,-,look like WT,all look like WT,good,Don't see all the ATM cells (image not centered)
2020-07-23,Yelena Bernadskaya,10C / Rab5,28072020_image18_left,yes,,,-,-,yes,,-,"problem division (but not seen in the segmentation, because nuclei are far enough)","one of the TVC divided not completely (not seen in the segmentation, because the nuclei are far enough so considered as 2 cells)",not good,-
2020-07-23,Yelena Bernadskaya,10C / Rab5,28072020_image18_right,yes,,,-,-,yes,,-,look like WT,all look like WT,not good,-
2020-07-23,Yelena Bernadskaya,10C / Rab5,28072020_image19_left,yes,,,-,-,yes,,-,problem division,one of the TVC didn't divide in the trunk,good,-
2020-07-23,Yelena Bernadskaya,10C / Rab5,28072020_image19_right,yes,,,-,-,yes,,-,look like WT,all look like WT,correct,-
2020-07-23,Yelena Bernadskaya,10C / Rab5,28072020_image20_left,yes,,,-,-,yes,,-,look like WT,all look like WT,not good,-
2020-07-23,Yelena Bernadskaya,10C / Rab5,28072020_image20_right,yes,,,-,-,yes,,-,look like WT,all look like WT,correct,-
2020-07-23,Yelena Bernadskaya,10C / Rab5,28072020_image21_left,yes,,,-,-,yes,,-,look like WT,all look like WT,correct,-
2020-07-23,Yelena Bernadskaya,10C / Rab5,28072020_image21_right,yes,,,-,-,yes,0,groups connected,problem migration and division,"one of the ATM divided and migrated but not completely, so still attached to the other ATM and ",not good,-
2020-07-23,Yelena Bernadskaya,Ddr,23072020_image1_left,yes,25.3,9.82,-,-,yes,33.2,-,problem division,one of the TVC didn't divide in the trunk,correct,-
2020-07-23,Yelena Bernadskaya,Ddr,23072020_image1_right,yes,25.3,13,-,-,yes,35.7,-,look like WT,all look like WT,not good,-
2020-07-23,Yelena Bernadskaya,Ddr,23072020_image2,yes,30.3,15.9,-,-,yes,39,-,look like WT,all look like WT,good,-
2020-07-23,Yelena Bernadskaya,Ddr,23072020_image3_left,yes,29.9,13.5,-,-,yes,37.7,-,look like WT,all look like WT,not good,-
2020-07-23,Yelena Bernadskaya,Ddr,23072020_image3_right,yes,25.2,12.4,-,-,yes,49.4,"segmentation not good, miss a part of the ATM - distance should be shorter",look like WT,all look like WT,not good,-
2020-07-23,Yelena Bernadskaya,Ddr,23072020_image4,yes,23.6,15.1,-,-,yes,29.6,-,look like WT,all look like WT,good,-
2020-07-23,Yelena Bernadskaya,Ddr,23072020_image5_left,yes,30.9,15.3,-,-,yes,39.9,-,problem division,the 2 TVCs didn't divide in the trunk,correct,Ambiguous phenotype between left and right
2020-07-23,Yelena Bernadskaya,Ddr,23072020_image7,yes,26.9,11.2,-,-,yes,41.4,-,look like WT,all look like WT,not good,-
2020-07-23,Yelena Bernadskaya,Ddr,24072020_image1_left,yes,22.5,12.7,-,-,yes,0,groups connected,problem migration and division,"the TVCs didn't migrate completely, still connected to the ATMs, and the 2 TVCs didn't divide in the trunk",good,-
2020-07-23,Yelena Bernadskaya,Ddr,24072020_image1_right,yes,25.1,10.8,-,-,yes,33,-,problem migration and division,"one of the TVC didn't migrate and didn't divide, it stayed in the tail, and the other TVC that migrated in the trunk didn't divide",not good,-
2020-07-23,Yelena Bernadskaya,Ddr,24072020_image2_left,yes,30.2,7.99,-,-,yes,22.1,-,problem migration,one of the ATM migrated in the trunk with the TVCs,not good,-
2020-07-23,Yelena Bernadskaya,Ddr,24072020_image2_right,yes,25.2,7.99,-,-,yes,32,-,look like WT,all look like WT,not good,-
2020-07-23,Yelena Bernadskaya,Ddr,24072020_image3,yes,25.3,15,-,-,yes,24.2,-,problem orientation,"one of the TVC divided not in the medio-lateral orientation, so cells are not corretly oriented",good,-
2020-07-23,Yelena Bernadskaya,Ddr,24072020_image4,yes,22.6,13,-,-,yes,31.3,-,problem division,"one of the TVC didn't divide in the trunk, and one of the TVC divided but not completely (not seen in the segmentation because nuclei are far enough so considered as 2 cells)",not good,One of the TVC divided but not completely (not seen in the segmentation because nuclei are far enough so considered as 2 cells)
2020-07-23,Yelena Bernadskaya,Ddr,24072020_image6_left,yes,32.4,32.6,-,-,yes,47.6,-,look like WT,all look like WT,correct,-
2020-07-23,Yelena Bernadskaya,Ddr,24072020_image7,yes,25,13.8,-,-,yes,47.4,-,look like WT,all look like WT,good,-
2020-07-23,Yelena Bernadskaya,Ddr,24072020_image9_right,yes,22.5,13.9,-,-,yes,54,-,look like WT,all look like WT,good,-
2020-07-23,Yelena Bernadskaya,Ddr,24072020_image10,yes,22.6,17.4,-,-,yes,34.4,-,problem division,one of the TVC already starded to do the second division but not completely (not seen in the segmentation because the nuclei are far enough so considered as 2 cells),correct,one TVC already starded the second division but not completely (not seen in the segmentation because the nuclei are far enough so considered as 2 cells)
2020-07-23,Yelena Bernadskaya,Ddr,24072020_image11,yes,25.4,10.1,-,-,yes,32.8,-,problem migration,one of the ATM migrated in the trunk with the TVCs,not good,-
2020-07-23,Yelena Bernadskaya,Ddr,24072020_image12,yes,25.3,17.4,-,-,yes,33.6,-,"problem division and orientation (the TVC group is not oriented medio-lateral, but no feature to extract this and the division is not completed but not seen in the segmentation as the nuclei are far enough so considered as 2 cells)","one of the TVC divided not completely, but not seen in the segmentation, as the nuclei are far enough so considered as 2 cells (also the TVC group is not oriented medio-lateral, but no feature to extract this)",good,"One of the TVC divided not completely, but not seen in the segmentation, as the nuclei are far enough so considered as 2 cells and the TVC group is not oriented medio-lateral, but no feature to extract this"
2020-07-23,Yelena Bernadskaya,Ddr,24072020_image13_left,yes,27.5,19.3,-,-,yes,60,-,"problem division (but not seen in the segmentation, because nuclei are far enough)","one of the TVC divided but not completely (not seen in the segmentation, because the nuclei are far enough so considered as 2 cells)",good,"One of the TVC divided but not completely (not seen in the segmentation, because the nuclei are far enough so considered as 2 cells)"
2020-07-23,Yelena Bernadskaya,Ddr,24072020_image13_right,yes,27.5,10.6,-,-,yes,44.7,-,problem migration and division,"one of the TVC didn't migrate and didn't divide, it stayed in the tail, and the other TVC that migrated in the trunk didn't divide",correct,-
2020-07-23,Yelena Bernadskaya,Col9a1,24072020_image1,yes,,,-,-,yes,,-,,,,-
2020-07-23,Yelena Bernadskaya,Col9a1,24072020_image2,yes,,,-,-,yes,,-,,,,-
2020-07-23,Yelena Bernadskaya,Col9a1,24072020_image3,yes,,,-,-,yes,,-,,,,-
2020-07-23,Yelena Bernadskaya,Col9a1,24072020_image4,yes,,,-,-,yes,,-,,,,-
2020-07-23,Yelena Bernadskaya,Col9a1,24072020_image5,yes,,,-,-,yes,,-,,,,-
2020-07-23,Yelena Bernadskaya,Col9a1,24072020_image6,yes,,,-,-,yes,,-,,,,-
2020-07-23,Yelena Bernadskaya,Col9a1,24072020_image7,yes,,,-,-,yes,,-,,,,-
2020-07-23,Yelena Bernadskaya,Col9a1,24072020_image8,yes,,,-,-,yes,,-,,,,-
2020-07-23,Yelena Bernadskaya,Col9a1,24072020_image9,yes,,,-,-,yes,,-,,,,-
2020-07-23,Yelena Bernadskaya,Col9a1,24072020_image10,yes,,,-,-,yes,,-,,,,-
2020-07-23,Yelena Bernadskaya,Col9a1,24072020_image11,yes,,,-,-,yes,,-,,,,-
2020-07-23,Yelena Bernadskaya,Col9a1,24072020_image12,yes,,,-,-,yes,,-,,,,-
2020-07-23,Yelena Bernadskaya,Col9a1,24072020_image13,yes,,,-,-,yes,,-,,,,-
2020-07-23,Yelena Bernadskaya,Col9a1,24072020_image14,yes,,,-,-,yes,,-,,,,-
2020-07-23,Yelena Bernadskaya,Col9a1,24072020_image15,yes,,,-,-,yes,,-,,,,-
2020-07-23,Yelena Bernadskaya,Col9a1,24072020_image16,yes,,,-,-,yes,,-,,,,-
2020-07-23,Yelena Bernadskaya,Col9a1,24072020_image17,yes,,,-,-,yes,,-,,,,-
2020-07-23,Yelena Bernadskaya,Col9a1,24072020_image18,yes,,,-,-,yes,,-,,,,-
2020-07-23,Yelena Bernadskaya,Col9a1,24072020_image19,yes,,,-,-,yes,,-,,,,-
2020-07-23,Yelena Bernadskaya,Col9a1,24072020_image20,yes,,,-,-,yes,,-,,,,-
2020-07-23,Yelena Bernadskaya,Col9a1,24072020_image21,yes,,,-,-,yes,,-,,,,-
2020-07-23,Yelena Bernadskaya,Col9a1,24072020_image22,yes,,,-,-,yes,,-,,,,-
2020-07-23,Yelena Bernadskaya,Col9a1,24072020_image23,yes,,,-,-,yes,,-,,,,-
2020-10-02,Margaux Failla,,,yes,,,-,-,yes,,-,,,,-
2020-10-02,Margaux Failla,,,yes,,,-,-,yes,,-,,,,-
2020-10-02,Margaux Failla,,,yes,,,-,-,yes,,-,,,,-
2020-10-02,Margaux Failla,,,yes,,,-,-,yes,,-,,,,-
2020-10-02,Margaux Failla,,,yes,,,-,-,yes,,-,,,,-
2020-10-02,Margaux Failla,,,yes,,,-,-,yes,,-,,,,-
2020-10-02,Margaux Failla,,,yes,,,-,-,yes,,-,,,,-
2020-10-02,Margaux Failla,,,yes,,,-,-,yes,,-,,,,-
2020-10-02,Margaux Failla,,,yes,,,-,-,yes,,-,,,,-
2020-10-02,Margaux Failla,,,yes,,,-,-,yes,,-,,,,-
2020-10-02,Margaux Failla,,,yes,,,-,-,yes,,-,,,,-
2020-10-02,Margaux Failla,,,yes,,,-,-,yes,,-,,,,-
2020-10-02,Margaux Failla,,,yes,,,-,-,yes,,-,,,,-
2020-10-02,Margaux Failla,,,yes,,,-,-,yes,,-,,,,-
2020-10-02,Margaux Failla,,,yes,,,-,-,yes,,-,,,,-
2020-10-02,Margaux Failla,,,yes,,,-,-,yes,,-,,,,-
2020-10-02,Margaux Failla,,,yes,,,-,-,yes,,-,,,,-
2020-10-02,Margaux Failla,,,yes,,,-,-,yes,,-,,,,-
2020-10-02,Margaux Failla,,,yes,,,-,-,yes,,-,,,,-
2020-10-02,Margaux Failla,,,yes,,,-,-,yes,,-,,,,-
2020-10-02,Margaux Failla,,,yes,,,-,-,yes,,-,,,,-
2020-10-02,Margaux Failla,,,yes,,,-,-,yes,,-,,,,-
2020-10-02,Margaux Failla,,,yes,,,-,-,yes,,-,,,,-
2020-10-02,Margaux Failla,,,yes,,,-,-,yes,,-,,,,-
2020-10-02,Margaux Failla,,,yes,,,-,-,yes,,-,,,,-
2020-10-02,Margaux Failla,,,yes,,,-,-,yes,,-,,,,-
2020-10-02,Margaux Failla,,,yes,,,-,-,yes,,-,,,,-
2020-10-02,Margaux Failla,,,yes,,,-,-,yes,,-,,,,-
2020-10-02,Margaux Failla,,,yes,,,-,-,yes,,-,,,,-
2020-10-02,Margaux Failla,,,yes,,,-,-,yes,,-,,,,-
2020-10-02,Margaux Failla,,,yes,,,-,-,yes,,-,,,,-
2020-10-02,Margaux Failla,,,yes,,,-,-,yes,,-,,,,-
2020-10-02,Margaux Failla,,,yes,,,-,-,yes,,-,,,,-
2020-10-02,Margaux Failla,,,yes,,,-,-,yes,,-,,,,-
2020-10-02,Margaux Failla,,,yes,,,-,-,yes,,-,,,,-
2020-10-02,Margaux Failla,,,yes,,,-,-,yes,,-,,,,-
2020-10-02,Margaux Failla,,,yes,,,-,-,yes,,-,,,,-
2020-10-02,Margaux Failla,,,yes,,,-,-,yes,,-,,,,-
